resonance_rad (um),t (s),Eigenfrequency (Hz),"Velocity, X component (m^4/s)","Velocity, Y component (m^4/s)","Velocity, Z component (m^4/s)",Velocity magnitude (m^4/s),1 (m^3)
10,0.12,4.36E+06,-9.0948E-35+5.2060E-35i,4.6855E-33-9.9358E-33i,7.7730E-33-7.0307E-33i,8.32E-31,4.32E-14
10,0.12,4.36E+06,1.6872E-34-9.1552E-35i,2.9939E-32-3.9183E-32i,2.0297E-32-2.8967E-32i,1.03E-30,4.32E-14
10,0.12,4.36E+06,3.2945E-36+5.6316E-35i,2.0137E-32+3.0761E-32i,-2.7194E-32-4.1918E-32i,1.03E-30,4.32E-14
10,0.12,5.97E+06,1.3560E-35+4.8902E-35i,-5.5628E-34-5.4603E-34i,-1.1797E-33-9.8789E-34i,2.61E-31,4.32E-14
10,0.12,5.99E+06,4.3187E-36+4.1792E-35i,-2.2270E-34+1.4754E-33i,7.1023E-36-7.1841E-34i,8.46E-32,4.32E-14
10,0.12,5.99E+06,6.6934E-35+6.5876E-35i,-9.5584E-35+1.9920E-34i,-2.5621E-34-2.1371E-34i,2.24E-31,4.32E-14
10,0.12,6.57E+06,2.2519E-34-8.2250E-35i,-4.0742E-34-4.0806E-33i,-1.0822E-35-1.4714E-33i,7.65E-31,4.32E-14
10,0.12,6.58E+06,-3.6220E-35+1.3456E-34i,-2.8114E-33-2.7912E-33i,3.2358E-33-4.5284E-34i,4.78E-31,4.32E-14
10,0.12,6.59E+06,9.3756E-35-3.0626E-35i,3.9019E-33+2.0042E-33i,4.4013E-33-5.9580E-34i,3.77E-31,4.32E-14
10,0.12,6.65E+06,9.1572E-36+7.9561E-35i,4.1811E-33+7.4711E-34i,6.5889E-33+1.2222E-33i,6.68E-32,4.32E-14
10,0.12,6.66E+06,-1.1617E-35-7.1326E-35i,1.1279E-32-5.7700E-34i,2.8070E-32-8.0359E-33i,1.99E-31,4.32E-14
10,0.12,6.67E+06,2.9024E-35+4.3758E-35i,2.5078E-32-7.0675E-33i,-9.4967E-33+5.0740E-33i,1.88E-31,4.32E-14
10,0.12,6.81E+06,-1.0768E-34+1.2517E-34i,1.2581E-34+2.4045E-34i,3.8790E-33-7.5602E-34i,2.79E-31,4.32E-14
10,0.12,6.83E+06,5.8270E-35-2.3368E-35i,3.2612E-33+1.1174E-33i,-1.5463E-34-1.6816E-34i,2.52E-31,4.32E-14
10,0.12,6.86E+06,-5.2121E-33-2.0744E-33i,7.4816E-35+2.5028E-35i,-6.1241E-35-3.6135E-35i,2.78E-31,4.32E-14
10,0.12,7.64E+06,3.0317E-35+3.7086E-35i,-1.3481E-33+8.1324E-34i,4.2262E-33-2.0922E-33i,4.52E-31,4.32E-14
10,0.12,7.66E+06,1.6669E-35+5.5658E-36i,3.8502E-33+1.0935E-33i,1.2771E-33+3.6244E-34i,4.16E-31,4.32E-14
10,0.12,7.68E+06,3.5430E-35+5.3446E-35i,2.4170E-34+9.3987E-35i,4.9961E-34+4.1406E-34i,3.32E-31,4.32E-14
10,0.12,8.33E+06,2.4725E-35+1.0404E-35i,9.4911E-35+7.8686E-36i,-1.2937E-37-2.4055E-37i,1.33E-31,4.32E-14
10,0.12,8.35E+06,-8.9073E-36-1.2447E-35i,-2.9097E-35+3.0279E-35i,-1.0685E-34+1.2274E-34i,4.25E-31,4.32E-14
10,0.12,9.16E+06,1.1693E-35+1.1237E-35i,5.9021E-35+3.3343E-35i,1.6906E-34+7.6561E-35i,2.98E-31,4.32E-14
10,0.12,1.02E+07,2.9143E-34-1.2720E-35i,-1.9494E-32-1.1738E-32i,1.5093E-32-1.4193E-32i,6.77E-31,4.32E-14
10,0.12,1.02E+07,-1.4575E-34+1.0224E-34i,7.1256E-33-1.7927E-32i,-1.7134E-32-1.2942E-32i,7.91E-31,4.32E-14
10,0.12,1.02E+07,1.8834E-34-2.1266E-35i,-4.2280E-34-3.2201E-34i,1.2300E-34-3.9707E-34i,1.35E-31,4.32E-14
10,0.14,5.25E+05,-1.6028E-34+1.3466E-34i,2.1160E-30+8.8290E-31i,3.7832E-31-1.1640E-30i,2.16E-30,4.32E-14
10,0.14,5.25E+05,3.6991E-34+3.5144E-36i,5.2990E-31-1.1001E-30i,2.1343E-30+8.2300E-31i,2.21E-30,4.32E-14
10,0.14,1.06E+06,9.4233E-31-9.5617E-32i,4.9965E-36+1.1269E-34i,-8.7684E-35-5.5795E-35i,9.42E-31,4.32E-14
10,0.14,3.15E+06,-1.6720E-33-6.6781E-34i,4.2078E-35+1.9772E-34i,-5.3927E-33-8.9984E-34i,6.77E-31,4.32E-14
10,0.14,3.16E+06,1.2760E-33+7.4589E-34i,-5.1690E-33+1.0229E-34i,-9.3216E-35-1.2908E-34i,6.48E-31,4.32E-14
10,0.14,3.22E+06,5.4790E-32+6.0431E-33i,1.2728E-34+1.2500E-34i,-1.8659E-34+7.6053E-35i,7.19E-31,4.32E-14
10,0.14,4.36E+06,-1.1838E-34+6.5273E-35i,3.7956E-33-1.0031E-32i,7.7267E-33-6.8853E-33i,8.40E-31,4.32E-14
10,0.14,4.36E+06,1.9866E-34-1.0552E-34i,3.2630E-32-4.6670E-32i,2.3089E-32-3.4721E-32i,1.03E-30,4.32E-14
10,0.14,4.36E+06,-1.7536E-36+6.7085E-35i,2.2225E-32+3.6743E-32i,-2.9082E-32-4.9763E-32i,1.04E-30,4.32E-14
10,0.14,5.97E+06,2.3271E-35+6.0927E-35i,-7.8244E-34-7.0587E-34i,-1.6617E-33-1.2708E-33i,2.68E-31,4.32E-14
10,0.14,5.99E+06,-2.1470E-36+4.1953E-35i,-3.5941E-34+2.0126E-33i,8.0493E-35-9.2468E-34i,1.04E-31,4.32E-14
10,0.14,5.99E+06,7.6493E-35+1.1254E-34i,-9.9714E-35+5.2555E-34i,-3.6566E-34-5.0867E-34i,1.78E-31,4.32E-14
10,0.14,6.56E+06,2.9905E-34-1.1580E-34i,-5.9720E-34-4.1131E-33i,-1.0275E-34-1.5294E-33i,7.48E-31,4.32E-14
10,0.14,6.58E+06,-5.3247E-35+1.4186E-34i,-3.4424E-33-5.1512E-33i,3.8771E-33-1.0324E-33i,6.27E-31,4.32E-14
10,0.14,6.59E+06,1.5052E-34+4.3219E-36i,4.1104E-33+3.2272E-33i,5.9615E-33-6.5244E-34i,4.36E-31,4.32E-14
10,0.14,6.65E+06,1.3466E-35+1.0925E-34i,3.9488E-33+7.3062E-34i,5.7102E-33+1.2594E-33i,6.19E-32,4.32E-14
10,0.14,6.66E+06,-1.3310E-35-8.9298E-35i,1.3027E-32-1.9784E-34i,3.3078E-32-9.2514E-33i,1.98E-31,4.32E-14
10,0.14,6.67E+06,4.2579E-35+5.9869E-35i,2.9251E-32-9.2585E-33i,-1.0437E-32+6.5255E-33i,2.12E-31,4.32E-14
10,0.14,6.81E+06,-1.3750E-34+1.7457E-34i,1.6058E-34+2.7307E-34i,5.2211E-33-1.0165E-33i,2.80E-31,4.32E-14
10,0.14,6.83E+06,8.2890E-35-3.2367E-35i,4.4990E-33+1.1894E-33i,-2.2815E-34-1.8290E-34i,2.57E-31,4.32E-14
10,0.14,6.86E+06,-7.1162E-33-2.8175E-33i,1.0272E-34+4.1799E-35i,-7.2670E-35-6.0435E-35i,2.78E-31,4.32E-14
10,0.14,7.64E+06,3.8064E-35+4.2371E-35i,-1.8426E-33+1.0999E-33i,5.7510E-33-2.8428E-33i,4.51E-31,4.32E-14
10,0.14,7.66E+06,2.4435E-35+4.5647E-36i,5.3720E-33+8.7086E-34i,1.7934E-33+3.0581E-34i,4.26E-31,4.32E-14
10,0.14,7.68E+06,5.4268E-35+6.7253E-35i,2.8882E-34+9.4406E-35i,6.4439E-34+4.9539E-34i,3.46E-31,4.32E-14
10,0.14,8.32E+06,3.0984E-35+1.5053E-35i,1.1731E-34+1.3257E-35i,1.1977E-35-3.0099E-36i,1.41E-31,4.32E-14
10,0.14,8.35E+06,-1.3222E-35-1.4881E-35i,-3.0392E-35+3.6851E-35i,-1.1681E-34+1.5136E-34i,4.44E-31,4.32E-14
10,0.14,9.16E+06,1.2399E-35+1.4763E-35i,6.5320E-35+4.3290E-35i,1.9044E-34+9.9570E-35i,3.34E-31,4.32E-14
10,0.14,1.02E+07,3.3246E-34-1.3107E-35i,-2.2009E-32-1.3822E-32i,1.6375E-32-1.5659E-32i,6.73E-31,4.32E-14
10,0.14,1.02E+07,-1.6568E-34+1.1041E-34i,8.2676E-33-1.9471E-32i,-1.9694E-32-1.4762E-32i,7.63E-31,4.32E-14
10,0.14,1.03E+07,2.4026E-34-3.9264E-35i,-3.9546E-34-3.0192E-34i,9.3104E-35-3.8977E-34i,1.60E-31,4.32E-14
10,0.16,5.99E+05,-1.8942E-34+1.5485E-34i,2.0989E-30+9.1982E-31i,4.5118E-31-1.2483E-30i,2.17E-30,4.32E-14
10,0.16,5.99E+05,4.1494E-34+5.7818E-36i,5.7850E-31-1.1823E-30i,2.1028E-30+8.6129E-31i,2.20E-30,4.32E-14
10,0.16,1.20E+06,9.4263E-31-1.0829E-31i,3.5363E-36+1.2863E-34i,-9.1971E-35-6.5448E-35i,9.43E-31,4.32E-14
10,0.16,3.15E+06,-1.6920E-33-7.0997E-34i,1.4184E-35+2.6903E-34i,-6.9661E-33-1.1413E-33i,6.77E-31,4.32E-14
10,0.16,3.15E+06,1.2739E-33+8.8227E-34i,-6.6939E-33+1.1933E-35i,-8.0287E-35-1.0620E-34i,6.49E-31,4.32E-14
10,0.16,3.23E+06,7.3643E-32-3.7057E-34i,1.3514E-34+1.2861E-34i,-1.7517E-34+1.0677E-34i,7.32E-31,4.32E-14
10,0.16,4.37E+06,-1.4981E-34+7.8178E-35i,3.1117E-33-1.0209E-32i,7.8527E-33-6.7532E-33i,8.44E-31,4.32E-14
10,0.16,4.37E+06,2.3339E-34-1.2011E-34i,3.5275E-32-5.3777E-32i,2.5931E-32-4.0253E-32i,1.02E-30,4.32E-14
10,0.16,4.37E+06,-7.0317E-36+7.7350E-35i,2.4643E-32+4.2376E-32i,-3.1233E-32-5.7046E-32i,1.04E-30,4.32E-14
10,0.16,5.98E+06,3.3453E-35+7.3018E-35i,-1.0367E-33-8.8742E-34i,-2.2149E-33-1.5938E-33i,2.72E-31,4.32E-14
10,0.16,5.99E+06,-7.7289E-36-6.8485E-35i,-6.6676E-34+1.8667E-33i,3.5422E-34-4.1891E-34i,1.29E-31,4.32E-14
10,0.16,6.00E+06,4.9290E-35+1.8673E-34i,-3.4348E-34+2.5112E-33i,-3.0184E-34-1.5968E-33i,1.31E-31,4.32E-14
10,0.16,6.56E+06,3.7047E-34-1.7735E-34i,-9.9514E-34-4.0725E-33i,-2.6816E-34-1.5394E-33i,7.29E-31,4.32E-14
10,0.16,6.58E+06,-5.8783E-35+1.3324E-34i,-3.4790E-33-7.8322E-33i,4.7368E-33-1.8110E-33i,7.31E-31,4.32E-14
10,0.16,6.59E+06,2.1354E-34+4.0319E-35i,4.0590E-33+4.5795E-33i,7.6728E-33-7.6803E-34i,4.78E-31,4.32E-14
10,0.16,6.65E+06,1.8453E-35+1.4108E-34i,3.7666E-33+6.8101E-34i,4.9685E-33+1.2056E-33i,5.81E-32,4.32E-14
10,0.16,6.66E+06,-1.7103E-35-1.1075E-34i,1.4628E-32+2.1365E-34i,3.8194E-32-1.0760E-32i,2.05E-31,4.32E-14
10,0.16,6.67E+06,5.8918E-35+7.6580E-35i,3.2740E-32-1.1355E-32i,-1.0918E-32+7.8414E-33i,2.28E-31,4.32E-14
10,0.16,6.81E+06,-1.6376E-34+2.3686E-34i,2.0182E-34+3.0283E-34i,6.7311E-33-1.3338E-33i,2.80E-31,4.32E-14
10,0.16,6.84E+06,1.1553E-34-4.4974E-35i,5.9029E-33+1.1926E-33i,-3.0949E-34-1.8916E-34i,2.60E-31,4.32E-14
10,0.16,6.87E+06,-9.2999E-33-3.7419E-33i,1.3560E-34+6.5091E-35i,-7.9835E-35-9.1757E-35i,2.77E-31,4.32E-14
10,0.16,7.64E+06,4.7298E-35+4.6898E-35i,-2.4004E-33+1.4535E-33i,7.4778E-33-3.7709E-33i,4.48E-31,4.32E-14
10,0.16,7.65E+06,3.3623E-35+2.0987E-36i,7.0889E-33+4.1310E-34i,2.3833E-33+1.7673E-34i,4.30E-31,4.32E-14
10,0.16,7.69E+06,7.5834E-35+8.2668E-35i,3.2817E-34+9.1580E-35i,7.8177E-34+5.7834E-34i,3.53E-31,4.32E-14
10,0.16,8.32E+06,3.8081E-35+1.9998E-35i,1.4131E-34+1.9254E-35i,2.7110E-35-6.1796E-36i,1.51E-31,4.32E-14
10,0.16,8.36E+06,-1.8477E-35-1.7030E-35i,-3.1808E-35+4.3990E-35i,-1.2579E-34+1.8065E-34i,4.56E-31,4.32E-14
10,0.16,9.16E+06,1.2688E-35+1.8568E-35i,7.0470E-35+5.3703E-35i,2.0966E-34+1.2377E-34i,3.65E-31,4.32E-14
10,0.16,1.01E+07,3.7232E-34-1.5878E-35i,-2.4437E-32-1.5689E-32i,1.7423E-32-1.6980E-32i,6.69E-31,4.32E-14
10,0.16,1.02E+07,-1.8308E-34+1.1763E-34i,9.1690E-33-2.0816E-32i,-2.2157E-32-1.6406E-32i,7.40E-31,4.32E-14
10,0.16,1.03E+07,3.0549E-34-6.7686E-35i,-3.8478E-34-2.8425E-34i,6.7923E-35-3.8631E-34i,1.87E-31,4.32E-14
10,0.18,6.72E+05,-2.1972E-34+1.7596E-34i,2.0866E-30+9.4567E-31i,5.1531E-31-1.3232E-30i,2.18E-30,4.32E-14
10,0.18,6.72E+05,4.6286E-34+7.8577E-36i,6.1952E-31-1.2538E-30i,2.0738E-30+8.8848E-31i,2.19E-30,4.32E-14
10,0.18,1.34E+06,9.4324E-31-1.2054E-31i,1.6036E-36+1.4443E-34i,-9.7140E-35-7.5929E-35i,9.43E-31,4.32E-14
10,0.18,3.14E+06,-1.7052E-33-7.5721E-34i,-3.0455E-35+3.5829E-34i,-8.7036E-33-1.4203E-33i,6.78E-31,4.32E-14
10,0.18,3.14E+06,1.2711E-33+1.0230E-33i,-8.3886E-33-1.2480E-34i,-5.6848E-35-6.3439E-35i,6.50E-31,4.32E-14
10,0.18,3.24E+06,9.5258E-32-8.7094E-33i,1.4119E-34+1.3727E-34i,-1.6215E-34+1.3102E-34i,7.40E-31,4.32E-14
10,0.18,4.37E+06,-1.8569E-34+9.0561E-35i,2.5978E-33-1.0571E-32i,8.1742E-33-6.7005E-33i,8.44E-31,4.32E-14
10,0.18,4.37E+06,2.7356E-34-1.3593E-34i,3.7932E-32-6.0492E-32i,2.8823E-32-4.5579E-32i,1.01E-30,4.32E-14
10,0.18,4.37E+06,-1.2409E-35+8.7150E-35i,2.7463E-32+4.7644E-32i,-3.3786E-32-6.3747E-32i,1.03E-30,4.32E-14
10,0.18,5.98E+06,4.2372E-35+8.3844E-35i,-1.3122E-33-1.0926E-33i,-2.8332E-33-1.9660E-33i,2.74E-31,4.32E-14
10,0.18,6.00E+06,1.5899E-34-6.4074E-35i,-1.1066E-33+3.0719E-34i,-2.8162E-34+4.1836E-34i,3.27E-31,4.32E-14
10,0.18,6.00E+06,1.4508E-35+1.5187E-34i,-5.8739E-34+3.2306E-33i,-4.7668E-35-1.7728E-33i,1.23E-31,4.32E-14
10,0.18,6.55E+06,4.3279E-34-2.6772E-34i,-1.4877E-33-3.9444E-33i,-4.6224E-34-1.4991E-33i,7.02E-31,4.32E-14
10,0.18,6.58E+06,-4.9808E-35+1.1405E-34i,-2.9596E-33-1.0620E-32i,5.9054E-33-2.7530E-33i,7.93E-31,4.32E-14
10,0.18,6.59E+06,2.8686E-34+7.4853E-35i,3.8099E-33+6.1599E-33i,9.6594E-33-9.5838E-34i,5.15E-31,4.32E-14
10,0.18,6.64E+06,2.4237E-35+1.7407E-34i,3.6362E-33+6.0964E-34i,4.3567E-33+1.0815E-33i,5.58E-32,4.32E-14
10,0.18,6.66E+06,-2.3893E-35-1.3267E-34i,1.5676E-32+6.5623E-34i,4.2376E-32-1.2218E-32i,2.11E-31,4.32E-14
10,0.18,6.67E+06,7.8506E-35+9.3897E-35i,3.5917E-32-1.3389E-32i,-1.1106E-32+9.0416E-33i,2.40E-31,4.32E-14
10,0.18,6.82E+06,-1.8256E-34+3.1349E-34i,2.4931E-34+3.3000E-34i,8.3959E-33-1.7133E-33i,2.80E-31,4.32E-14
10,0.18,6.84E+06,1.5774E-34-6.2735E-35i,7.4615E-33+1.1206E-33i,-3.9656E-34-1.8619E-34i,2.62E-31,4.32E-14
10,0.18,6.87E+06,-1.1757E-32-4.8750E-33i,1.7339E-34+9.6222E-35i,-8.0351E-35-1.2998E-34i,2.76E-31,4.32E-14
10,0.18,7.64E+06,5.8105E-35+5.0521E-35i,-3.0147E-33+1.8833E-33i,9.3919E-33-4.9013E-33i,4.44E-31,4.32E-14
10,0.18,7.65E+06,4.4109E-35-2.1547E-36i,8.9734E-33-3.0695E-34i,3.0382E-33-3.3993E-35i,4.30E-31,4.32E-14
10,0.18,7.69E+06,9.9393E-35+1.0067E-34i,3.5933E-34+8.8339E-35i,9.0349E-34+6.6823E-34i,3.53E-31,4.32E-14
10,0.18,8.31E+06,4.6134E-35+2.5070E-35i,1.6727E-34+2.5687E-35i,4.5937E-35-9.9664E-36i,1.63E-31,4.32E-14
10,0.18,8.36E+06,-2.4578E-35-1.8854E-35i,-3.3253E-35+5.1635E-35i,-1.3412E-34+2.1049E-34i,4.64E-31,4.32E-14
10,0.18,9.16E+06,1.2573E-35+2.2594E-35i,7.4535E-35+6.4319E-35i,2.2686E-34+1.4860E-34i,3.92E-31,4.32E-14
10,0.18,1.01E+07,4.1119E-34-2.1269E-35i,-2.6785E-32-1.7327E-32i,1.8256E-32-1.8181E-32i,6.64E-31,4.32E-14
10,0.18,1.01E+07,-1.9839E-34+1.2414E-34i,9.8496E-33-2.1998E-32i,-2.4524E-32-1.7859E-32i,7.20E-31,4.32E-14
10,0.18,1.03E+07,3.8882E-34-1.1276E-34i,-3.8506E-34-2.6632E-34i,4.4374E-35-3.8581E-34i,2.15E-31,4.32E-14
10,0.2,7.45E+05,-2.5080E-34+1.9818E-34i,2.0778E-30+9.6206E-31i,5.7115E-31-1.3902E-30i,2.19E-30,4.32E-14
10,0.2,7.45E+05,5.1342E-34+9.4701E-36i,6.5322E-31-1.3165E-30i,2.0473E-30+9.0636E-31i,2.18E-30,4.32E-14
10,0.2,1.48E+06,9.4426E-31-1.3231E-31i,-9.1835E-37+1.6001E-34i,-1.0335E-34-8.7455E-35i,9.44E-31,4.32E-14
10,0.2,3.13E+06,-1.7138E-33-8.0883E-34i,-9.5727E-35+4.6810E-34i,-1.0589E-32-1.7406E-33i,6.78E-31,4.32E-14
10,0.2,3.14E+06,1.2671E-33+1.1689E-33i,-1.0241E-32-3.1203E-34i,-2.0574E-35+3.1327E-36i,6.52E-31,4.32E-14
10,0.2,3.26E+06,1.2013E-31-1.8787E-32i,1.4583E-34+1.5074E-34i,-1.4927E-34+1.5025E-34i,7.47E-31,4.32E-14
10,0.2,4.38E+06,-2.2646E-34+1.0214E-34i,2.2231E-33-1.1204E-32i,8.7300E-33-6.7710E-33i,8.42E-31,4.32E-14
10,0.2,4.38E+06,3.2006E-34-1.5357E-34i,4.0639E-32-6.6805E-32i,3.1729E-32-5.0735E-32i,1.00E-30,4.32E-14
10,0.2,4.38E+06,-1.8121E-35+9.6484E-35i,3.0641E-32+5.2579E-32i,-3.6748E-32-6.9887E-32i,1.01E-30,4.32E-14
10,0.2,5.99E+06,4.5873E-35+8.9590E-35i,-1.5961E-33-1.3222E-33i,-3.5063E-33-2.4027E-33i,2.77E-31,4.32E-14
10,0.2,6.00E+06,2.3194E-34+6.9868E-35i,-1.1804E-33-3.0975E-34i,-1.1206E-33+7.8288E-35i,3.27E-31,4.32E-14
10,0.2,6.01E+06,3.8214E-36+1.6809E-34i,-8.4994E-34+3.9759E-33i,5.7464E-35-2.1166E-33i,1.34E-31,4.32E-14
10,0.2,6.55E+06,4.8133E-34-3.8172E-34i,-1.9777E-33-3.7351E-33i,-6.4522E-34-1.4160E-33i,6.65E-31,4.32E-14
10,0.2,6.58E+06,-2.6296E-35+8.8444E-35i,-1.9960E-33-1.3590E-32i,7.5204E-33-3.8962E-33i,8.32E-31,4.32E-14
10,0.2,6.59E+06,3.7126E-34+1.0774E-34i,3.2931E-33+8.0290E-33i,1.1957E-32-1.2055E-33i,5.47E-31,4.32E-14
10,0.2,6.64E+06,3.0918E-35+2.0733E-34i,3.5537E-33+5.2276E-34i,3.8529E-33+9.0074E-34i,5.51E-32,4.32E-14
10,0.2,6.66E+06,-3.4870E-35-1.5426E-34i,1.6189E-32+1.1100E-33i,4.5605E-32-1.3557E-32i,2.14E-31,4.32E-14
10,0.2,6.67E+06,1.0143E-34+1.1139E-34i,3.8878E-32-1.5336E-32i,-1.1058E-32+1.0108E-32i,2.49E-31,4.32E-14
10,0.2,6.82E+06,-1.8937E-34+4.0552E-34i,3.0244E-34+3.5506E-34i,1.0202E-32-2.1601E-33i,2.81E-31,4.32E-14
10,0.2,6.84E+06,2.1095E-34-8.7534E-35i,9.1629E-33+9.6734E-34i,-4.8708E-34-1.7342E-34i,2.63E-31,4.32E-14
10,0.2,6.87E+06,-1.4480E-32-6.2451E-33i,2.1582E-34+1.3654E-34i,-7.1713E-35-1.7448E-34i,2.74E-31,4.32E-14
10,0.2,7.64E+06,7.0556E-35+5.3074E-35i,-3.6774E-33+2.3981E-33i,1.1477E-32-6.2587E-33i,4.38E-31,4.32E-14
10,0.2,7.65E+06,5.5734E-35-8.5120E-36i,1.0997E-32-1.3138E-33i,3.7487E-33-3.3428E-34i,4.26E-31,4.32E-14
10,0.2,7.69E+06,1.2393E-34+1.2263E-34i,3.8277E-34+8.7331E-35i,1.0020E-33+7.7101E-34i,3.46E-31,4.32E-14
10,0.2,8.30E+06,5.5239E-35+3.0067E-35i,1.9553E-34+3.2358E-35i,6.8969E-35-1.4585E-35i,1.75E-31,4.32E-14
10,0.2,8.37E+06,-3.1459E-35-2.0322E-35i,-3.4681E-35+5.9757E-35i,-1.4201E-34+2.4082E-34i,4.69E-31,4.32E-14
10,0.2,9.16E+06,1.2078E-35+2.6794E-35i,7.7600E-35+7.4914E-35i,2.4220E-34+1.7357E-34i,4.15E-31,4.32E-14
10,0.2,1.01E+07,4.4921E-34-2.9451E-35i,-2.9058E-32-1.8728E-32i,1.8892E-32-1.9284E-32i,6.59E-31,4.32E-14
10,0.2,1.01E+07,-2.1208E-34+1.3009E-34i,1.0329E-32-2.3042E-32i,-2.6800E-32-1.9108E-32i,7.04E-31,4.32E-14
10,0.2,1.03E+07,4.9748E-34-1.8494E-34i,-3.9326E-34-2.4649E-34i,2.0426E-35-3.8815E-34i,2.45E-31,4.32E-14
10,0.22,8.18E+05,-2.8269E-34+2.2167E-34i,2.0727E-30+9.7146E-31i,6.1998E-31-1.4518E-30i,2.21E-30,4.32E-14
10,0.22,8.18E+05,5.6666E-34+1.0563E-35i,6.8048E-31-1.3722E-30i,2.0228E-30+9.1704E-31i,2.18E-30,4.32E-14
10,0.22,1.62E+06,9.4584E-31-1.4352E-31i,-4.1586E-36+1.7528E-34i,-1.1082E-34-1.0029E-34i,9.46E-31,4.32E-14
10,0.22,3.12E+06,-1.7189E-33-8.6431E-34i,-1.8563E-34+6.0120E-34i,-1.2606E-32-2.1049E-33i,6.78E-31,4.32E-14
10,0.22,3.13E+06,1.2617E-33+1.3209E-33i,-1.2239E-32-5.5376E-34i,3.0699E-35+9.7901E-35i,6.54E-31,4.32E-14
10,0.22,3.28E+06,1.4885E-31-3.0545E-32i,1.4927E-34+1.6893E-34i,-1.3744E-34+1.6578E-34i,7.56E-31,4.32E-14
10,0.22,4.38E+06,-2.7247E-34+1.1244E-34i,1.9718E-33-1.2228E-32i,9.5962E-33-7.0135E-33i,8.37E-31,4.32E-14
10,0.22,4.39E+06,3.7436E-34-1.7370E-34i,4.3452E-32-7.2695E-32i,3.4572E-32-5.5786E-32i,9.84E-31,4.32E-14
10,0.22,4.39E+06,-2.5101E-35+1.0523E-34i,3.3942E-32+5.7323E-32i,-3.9918E-32-7.5579E-32i,9.87E-31,4.32E-14
10,0.22,5.99E+06,3.1608E-35+7.7511E-35i,-1.8567E-33-1.5730E-33i,-4.2102E-33-2.9403E-33i,2.85E-31,4.32E-14
10,0.22,6.00E+06,2.6433E-34+1.6817E-34i,-1.4841E-33-7.1741E-34i,-2.1196E-33-5.5122E-34i,2.94E-31,4.32E-14
10,0.22,6.01E+06,-6.6151E-36+1.9370E-34i,-1.1801E-33+4.7746E-33i,1.6967E-34-2.5121E-33i,1.46E-31,4.32E-14
10,0.22,6.54E+06,5.1505E-34-5.1187E-34i,-2.4056E-33-3.4725E-33i,-7.9282E-34-1.3060E-33i,6.21E-31,4.32E-14
10,0.22,6.58E+06,1.2083E-35+5.2667E-35i,-5.6935E-34-1.5778E-32i,9.0854E-33-4.9711E-33i,8.07E-31,4.32E-14
10,0.22,6.59E+06,4.6625E-34+1.4026E-34i,2.3857E-33+1.0234E-32i,1.4596E-32-1.4571E-33i,5.76E-31,4.32E-14
10,0.22,6.64E+06,3.8565E-35+2.4005E-34i,3.5161E-33+4.2330E-34i,3.4360E-33+6.7015E-34i,5.57E-32,4.32E-14
10,0.22,6.66E+06,-5.1622E-35-1.7692E-34i,1.6427E-32+1.5755E-33i,4.8551E-32-1.4917E-32i,2.18E-31,4.32E-14
10,0.22,6.67E+06,1.2749E-34+1.2843E-34i,4.1632E-32-1.7153E-32i,-1.0803E-32+1.1012E-32i,2.55E-31,4.32E-14
10,0.22,6.83E+06,-1.7907E-34+5.1339E-34i,3.6021E-34+3.7864E-34i,1.2137E-32-2.6790E-33i,2.81E-31,4.32E-14
10,0.22,6.85E+06,2.7628E-34-1.2153E-34i,1.0995E-32+7.2777E-34i,-5.7857E-34-1.5042E-34i,2.64E-31,4.32E-14
10,0.22,6.88E+06,-1.7460E-32-7.8816E-33i,2.6219E-34+1.8732E-34i,-5.1439E-35-2.2406E-34i,2.72E-31,4.32E-14
10,0.22,7.63E+06,8.4718E-35+5.4379E-35i,-4.3791E-33+3.0062E-33i,1.3714E-32-7.8668E-33i,4.31E-31,4.32E-14
10,0.22,7.65E+06,6.8308E-35-1.7286E-35i,1.3129E-32-2.6292E-33i,4.5050E-33-7.3081E-34i,4.20E-31,4.32E-14
10,0.22,7.69E+06,1.4793E-34+1.5031E-34i,3.9929E-34+9.0890E-35i,1.0694E-33+8.9238E-34i,3.33E-31,4.32E-14
10,0.22,8.30E+06,6.5481E-35+3.4745E-35i,2.2633E-34+3.9034E-35i,9.6613E-35-2.0279E-35i,1.88E-31,4.32E-14
10,0.22,8.37E+06,-3.9069E-35-2.1414E-35i,-3.6060E-35+6.8334E-35i,-1.4956E-34+2.7163E-34i,4.71E-31,4.32E-14
10,0.22,9.16E+06,1.1232E-35+3.1129E-35i,7.9769E-35+8.5291E-35i,2.5587E-34+1.9827E-34i,4.35E-31,4.32E-14
10,0.22,1.01E+07,4.8646E-34-4.0556E-35i,-3.1253E-32-1.9887E-32i,1.9348E-32-2.0307E-32i,6.54E-31,4.32E-14
10,0.22,1.01E+07,-2.2461E-34+1.3563E-34i,1.0627E-32-2.3972E-32i,-2.8987E-32-2.0143E-32i,6.89E-31,4.32E-14
10,0.22,1.03E+07,6.4322E-34-3.0277E-34i,-4.0754E-34-2.2362E-34i,-5.5851E-36-3.9373E-34i,2.81E-31,4.32E-14
10,0.24,8.89E+05,-3.1533E-34+2.4660E-34i,2.0706E-30+9.7514E-31i,6.6258E-31-1.5094E-30i,2.24E-30,4.32E-14
